Company Name,Company Link,Company Description
Twago,http://www.twago.com,"twago is the leading platform for online work in Europe. On twago, individuals or companies of all sizes find the experts they need for projects, and freelancers and agencies find work and grow their businesses.

    http://www.twago.com"
Tweetbook,http://trytweetbook.com,"Your Twitter Stories in a Book! On Tweetbook you can publish ebooks based on Twitter conversations. Currently, Tweetbook is in private beta if you are interested in testing it request an invite on www.trytweetbook.com

    http://trytweetbook.com"
TwingTec,http://twingtec.com,"TwingTec´s mission is to commercialize a new wind power technology: Introducing the TT100, the world’s first containerized mobile wind energy system.

    http://twingtec.com"
TX3,http://tx3.it/en/homeok/,"TFORTHREE is a contemporary fashion brand and creative lab developing exclusive products with excellent Italian manufacturing. Constant collaborations with outstanding designers and innovative partners from all over the world enable us to read new design languages and translate them into high-quality products. It is no longer operating. 

    http://tx3.it/en/homeok"
Uberblik,https://www.own.space/login,"We, a team of scientists, designed OWN to support our work. Soon, we learned that we were not the only ones in need of a new way to gather and make sense of complex data.
OWN is a visual data platform for collaboration between humans and artificial agents. OWN empowers distributed the mixed teams to jointly answer complex questions by visually combining data from different sources

    www.own.space/login"
UCIC,http://ucic.vc/,"<span style=font-size: 13px; font-family: arial, sans, sans-serif;"" data-sheets-value=""""{""1"":2

    http://ucic.vc"
Ucroo,https://www.ucroo.com,"Beyond a portal : Ucroo digital campus
Ucroo connects people to everyone and everything that matters. As a highly strategic, yet easy to implement “front door” to any system, our platform turns disparate tools into united experiences. As a replacement for the school portal (which has currently almost zero ROI), universities can now give people the ability to create community around everything.
Ucroo offers both efficiency and transparency, personalization for a contemporary experience, integration of every resource deemed important, and data analysis of both risk and success for all students.
Our platform promotes new enrollments, helps retain students, and fosters alumni affinity, making Ucroo a compelling buy for universities.

    www.ucroo.com"
Uepaa,,
UExperten,http://www.u-experten.de,"UExperten is offering a unique full-service approach for designing, engineering, and manufacturing of smart connected devices for industrial applications. Their comprehensive services include a scalable cloud platform for fleet management.

    http://www.u-experten.de"
Unikatoo,https://www.unikatoo.com/,"The idea behind UNIKATOO is simple: We want to provide people with a high quality awareness and sense for the beautiful sides of life around the world a marketplace where they will find unique products from different theme worlds. We work every day for this mission.
When choosing our products, two main questions are in focus. First, what makes this article so special and why does it hit the nerve of our target audience? Second, how well does he fit in with our claim ""Unique in style - selected with a passion for the extraordinary?""
So we are on a daily basis for our customers looking for exceptional products that simply have ""that certain something"". From design classics to trend products with a high degree of innovation - people across our borders can find what they can not find elsewhere - or whose existence they did not even know anything about.
In our lifestyle blog and social media, we keep our community constantly up to date on the latest developments in our offering and the exceptional goods market. 

    www.unikatoo.com"
